Source,Tags,Title,Status,URL,Example URL,License,Format,Comments,,
opendata.swiss,,Die Bodennutzung in den Kantonen: Graubünden und Tessin,2001 – Out of Date; PDF and not “data”,,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Die umweltbezogenen Abgaben,2003 – Out of Date; PDF and not “data”,,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Materialfluss in der Schweiz,2005 – Out of Date; PDF and not “data”,,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,Actually interesting as such,,
opendata.swiss,,Materialflussrechnung für die Schweiz,2005 – Out of Date; PDF and not “data”,,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Arealstatistik Schweiz: Zahlen - Fakten - Analysen,2005 – Out of Date; PDF and not “data”,,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Treibhausgasemissionen der Wirtschaftsbranchen,2006 – Out of Date; PDF and not “data”,,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Kantonshöhepunkte der Schweiz,2007 – Not out of date as gepgraphic facts,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,,Sonderabfälle nach Abfallgruppen,2007 – Out of Date,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,,,
opendata.swiss,,Materialflüsse in der Schweiz,2007 – Out of Date; PDF and not “data”,,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Environmental Accounting,2008 – Out of Date; PDF and not “data”,,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Materialaufwand der Schweiz,2008 – Out of Date; PDF and not “data”,,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Greenhouse gas emissions by economiy player,2010 – Out of Date (It compares 1990 to 2005 data); PDF and not “data”,,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,Actually interesting as such,,
opendata.swiss,,Material flow accounts - Growth in society's stock of materials,2010 – Out of Date (It shows data up to 2007); PDF and not “data”,,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Die grössten Seen und höchsten Berge,2011 – Not out of date as gepgraphic facts,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,,The new census,2011 – Out of Daze; PDF and not “data”; This is just an information PDF explaining what the back then new census was; It is anyway at the wrong place under “Raum und Umwelt”,,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Wahrnehmung von Umweltqualität und Umweltverhalten,2012 – Out of Date; PDF and not “data”,,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,The results of this survey are quite interesting but not in data format. Maybe some data over time on these same questions?,,
opendata.swiss,,Durchschnittliche Bodenbelastungen und Richtwertüberschreitungen,2013 – Out of Date (Data up to 2009 shown),,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,Actually interesting as such,,
opendata.swiss,,Land use in Switzerland,2013 – Out of Date; PDF and not “data”,,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,Actually interesting as such,,
opendata.swiss,,Die grössten Gletscher,2014 – Not out of date as gepgraphic facts,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,,"Environmental protection expenditure of enterprises, survey 2003",2014 – Out of Date (Data of 2003 shown - there are also newer survey),,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,Actually interesting as such,,
opendata.swiss,,Jährliche Flächenbeanspruchungen für verschiedene Siedlungskategorien in drei Perioden,2014 – Out of Date (Data up to 1995 shown),,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,,,
opendata.swiss,,Siedlungsfläche pro Einwohner,2014 – Out of Date (Data up to 1997 shown),,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,,,
opendata.swiss,,Entwicklung des Gebäude- und Industrieareales im städtischen Raum,2014 – Out of Date (Data up to 2000 shown),,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,,,
opendata.swiss,,Jährliche Landschaftsveränderungen in verschiedenen Beobachtungsperioden,2014 – Out of Date (Data up to 2003 shown),,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,,,
opendata.swiss,,Bodennutzung nach 27 Klassen,2014 – Out of Date (Data up to 2009 shown),,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,Actually interesting as such,,
opendata.swiss,,Entwicklung der Bodennutzung,2014 – Out of Date (Data up to 2009 shown),,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,Actually interesting as such,,
opendata.swiss,,Bodennutzung nach 72 Grundkategorien,2014 – Out of Date (Data up to 2009 shown),,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,As above: actually interesting as such,,
opendata.swiss,,Entwicklung der Bodennutzung in den Kantonen nach 4 Hauptbereichen,2014 – Out of Date (Data up to 2009 shown),,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,,,
opendata.swiss,,Bodennutzung nach Kanton,2014 – Out of Date (Data up to 2009 shown),,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,,,
opendata.swiss,,Bodennutzung nach 17 Klassen,2014 – Out of Date (Data up to 2009 shown),,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,,,
opendata.swiss,,Bodennutzung nach 27 Klassen,2014 – Out of Date (Data up to 2009 shown) – Two times in the database??,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,,,
opendata.swiss,,Landschaft Schweiz im Wandel,2014 – Out of Date (Data up to 2009 shown); PDF and not “data”,,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Kommunale Abwasserreinigung,2014 – Out of Date (Data up to 2011 shown),,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,,,
opendata.swiss,,Environmental accounts,2014 – Out of Date (Data up to 2012 shown); PDF and not “data”,,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Die Bodennutzung in der Schweiz,2014 – With most recent data from 2009,,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Die wichtigsten Flüsse der Schweiz,2015 – Not out of date as gepgraphic facts,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,,Erhebung zur Wahrnehmung der Umwelt durch die Bevölkerung,2015 – Out of Date (Data of 2011 shown),,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Neue statistische Definition der Berggebiete,Irrelevant auf Opendata.Swiss,,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,"Swiss Land Use Statistics: standard nomenclature (NOAS04) by major region and canton, in hectares",Letzte Daten Periode 2004/09,,«Raum und Umwelt» auf opendata.swiss,,CUBE HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,,Arealstatistik: Bodenbedeckung (NOLC04) nach Grossregion und Kanton,Letzte Daten Periode 2004/09,,«Raum und Umwelt» auf opendata.swiss,,CUBE HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,,Historicized Municipality Register,Link to SPARQL Endpoint didn't work; last update 2016; Has not been done by BFS but by external actor,,«Raum und Umwelt» auf opendata.swiss,,SPARQL DUMP,,,
opendata.swiss,,"Environmental protection expenditure of enterprises, survey 2016",Not sure whether up-to-date as below also some accounts,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,Maybe not interesting for Energy Hackdays,,
opendata.swiss,,"Environmental protection expenditure of enterprises, survey 2013",NOT UP-TO-DATE as newer study - is it also possible that this item is twice in the dataset for the 2013 survey?,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,Maybe not interesting for Energy Hackdays,,
opendata.swiss,,"Environmental protection expenditure of enterprises, survey 2013",NOT UP-TO-DATE as newer study - is it also possible that this item is twice in the dataset for the 2013 survey?,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,Maybe not interesting for Energy Hackdays,,
opendata.swiss,,Decomposition of Switzerland's fossil CO2 emissions,"PDF not ""data""",,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Switzerland's material footprint,"PDF not ""data""",,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Tax revenue from fossil energy agents,"PDF not ""data""",,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Omnibus-Erhebung 2015: Umweltqualität und Umweltverhalten,"PDF not ""data""",,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Environmental protection expenditure in the business sector,"PDF not ""data""",,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Raumnutzung,"PDF not ""data""",,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Arealstatistik Schweiz. Erhebung der Bodennutzung und der Bodenbedeckung. Ausgabe 2017/18,"PDF not ""data""",,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,More than 60% of the greenhouse gas footprint originates abroad,"PDF not ""data""",,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Landschaft Schweiz im Wandel,"PDF not ""data"", but UP-TO-DATE",,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Environment. Pocket Statistics 2019,"PDF not ""data"", but UP-TO-DATE",,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Arealstatistik Schweiz. Erhebung der Bodennutzung und der Bodenbedeckung. (Ausgabe 2019 / 2020),"PDF not ""data"", but UP-TO-DATE",,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Environment. Pocket Statistics 2017,"PDF not ""data"", NOT UP-TO-DATE as there is edition 2019 out",,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Environment. Pocket Statistics 2018,"PDF not ""data"", NOT UP-TO-DATE as there is edition 2019 out",,«Raum und Umwelt» auf opendata.swiss,,PDF HTML,,,
opendata.swiss,,Energy accounts of economy and households,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,CUBE HTML,INTERESTING FOR ENERGY HACKDAYS,,
opendata.swiss,,Material flow accounts - Direct input flows and their aggregates,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,CUBE HTML,INTERESTING FOR ENERGY HACKDAYS - But maybe it could be broken down to more granulary information?,,
opendata.swiss,,Material flows in Switzerland in raw material equivalents,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,INTERESTING FOR ENERGY HACKDAYS - But maybe it could be broken down to more granulary information?,,
opendata.swiss,,Material flows in Switzerland,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,INTERESTING FOR ENERGY HACKDAYS - But maybe it could be broken down to more granulary information?,,
opendata.swiss,,Aufkommens- und Verwendungstabellen für Energieflüsse,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,INTERESTING FOR ENERGY HACKDAYS - But maybe it could be broken down to more granulary information?,,
opendata.swiss,,"Energieeinsatzkonto der Haushalte und der Wirtschaft, nach Branchen und Energieträgern, in TJ",UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,INTERESTING FOR ENERGY HACKDAYS - But maybe it could be broken down to more granulary information?,,
opendata.swiss,,"Energieeinsatzkonto der Haushalte und der Wirtschaft, nach Wirtschaftssektoren",UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,INTERESTING FOR ENERGY HACKDAYS - But maybe it could be broken down to more granulary information?,,
opendata.swiss,,Raum und Umwelt im Zeitvergleich,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,"INTERESTING FOR ENERGY HACKDAYS - Certain comparisons over time such as renewable energies, nuclear energy etc.",,
opendata.swiss,,Raum und Umwelt im europäischen Vergleich,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,"INTERESTING FOR ENERGY HACKDAYS - Certain comparisons to other countries such as renewable energies, nuclear energy etc.",,
opendata.swiss,,Environmental goods and services sector account per economic activity,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,CUBE JSON HTML,INTERESTING FOR ENERGY HACKDAYS - e.g. CReMA 13 Management of energy resources,,
opendata.swiss,,Umweltrelevantes Verhalten im Alltag,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,INTERESTING FOR ENERGY HACKDAYS - Reduction of energy consumption in households,,
opendata.swiss,,Arealstatistik: Standardnomenklatur (NOAS04) nach Bezirk und Gemeinde,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,CUBE JSON HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,,Arealstatistik: Bodenbedeckung (NOLC04) nach Bezirk und Gemeinde,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,CUBE JSON HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Privatverkehr,Häufigkeit der Nutzung von Verkehrsmitteln für private Zwecke,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Umwelt und Wahrnehmung,Bedeutung der Umweltbelastung als Problem für die Schweiz,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Umwelt und Wahrnehmung,Aufenthalte der Bevölkerung in der Natur,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Umwelt und Wahrnehmung,Umweltqualität als Einflussfaktor für Lebensqualität,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Umwelt und Wahrnehmung,Einschätzung der Gefahr von Umweltveränderungen und Technologien,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Umwelt und Wahrnehmung,Informiertheit über Umweltthemen,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Umwelt und Wahrnehmung,Einschätzung der Umweltqualität,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Umwelt und Wahrnehmung,Information und Diskussion über Umweltthemen,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Umwelt und Wahrnehmung,Zufriedenheit mit der Lebensqualität,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Umwelt und Wahrnehmung,Kriterien beim Kauf von Früchten und Gemüse,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Umwelt und Wahrnehmung,Zufriedenheit mit dem Landschaftsbild,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Umwelt und Wahrnehmung,Wahrnehmung von Umweltbedingungen in der Wohnumgebung,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,,Ausgewählte Bundesinventare. Flächen in ha nach Kantonen,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,,Öffentliche Umweltschutz-Nettobelastung,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Environmental protection expenditure,Öffentliche Umweltschutzausgaben,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Wasser,"Temperatur, Nitrat- und Phosphatgehalt von vier Flüssen",UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Environmental protection expenditure,Environmental protection expenditure of enterprises by economic activity,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,CUBE JSON HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Environmental protection expenditure,Environmental protection expenditure of enterprises by economic sector and size,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,CUBE JSON HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Artengefährdung,Artengefährdung in der Schweiz,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Wasser,Trinkwasser,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Wasser,Phosphorgehalt in Seen,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Recycling / abfall,Abfallverwertung (Recycling). Haushalte und Gewerbe,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Recycling / abfall,Exporte von Sonderabfällen nach Ländern,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Recycling / abfall,Siedlungsabfälle,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Recycling / abfall,Behandlung von Sonderabfällen,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Recycling / abfall,Sonderabfälle nach Abfallgruppen,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,,Environmental goods and services sector accounts by economic activity (aggregated by sections),UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,,Environmental goods and services sector accounts by environmental domain,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Environmental protection expenditure,Environmental protection expenditure accounts,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Bodennutzung,Bodennutzungsart gemäss Arealstatistik des BFS,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Wasser / Gasversorgung,Wasser- und Gasversorgung,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Emissionen,Entwicklung der Schadstoff-Emissionen,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Emissionen,Entwicklung von Schadstoffimmissionen an verschiedenen Standorttypen,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,catastrophies,Schäden durch Naturereignisse,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Luftemissionen,Treibhausgasemissionen nach Verursachergruppen,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Emissionen,Schadstoff-Emissionen. Anteile der Quellengruppen,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,wetter,"Klimadaten: Sonnenscheindauer, Niederschlag, Temperatur und Neuschnee",UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,wetter,Wetterrekorde,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,wetter,Witterung in der Schweiz,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,wetter,"Klimadaten: Eistage, Frosttage, Sommertage, Hitzetage, Tropennächte und Niederschlagstage",UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,,Material flow accounts - Indicators,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,CUBE HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,,Material flow accounts - Domestic Processed Output DPO,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,CUBE HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Luftemissionen,"Luftemissionskonten der Haushalte und der Wirtschaft, nach Branchen (aggregiert nach Abschnitten)",UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,environmental taxes,Environmentally related taxes account of economy and households,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,CUBE HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,CO2,Tabellen zu den Ausgleichspositionen zwischen der Schweizerischen Gesamtenergiestatistik (GEST) und den physischen Energieflusskonten (PEFA),UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Luftemissionen,Air emissions accounts of the economy and households,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,CUBE HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,environmental taxes,Environmentally related taxes accounts by economic activity (aggregated by sections),UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,CO2,Tabellen zu den Ausgleichspositionen zwischen dem Treibhausgas- und Luftschadstoff-Inventar und den Luftemissionskonten (AEA),UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,Luftemissionen,"Luftemissionskonten der Haushalte und der Wirtschaft, nach Wirtschaftssektoren",UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
opendata.swiss,environmental taxes,Environmentally related taxes accounts by economic player,UP-TO-DATE,,«Raum und Umwelt» auf opendata.swiss,,XLS HTML,OK – Maybe not interesting for energy hackdays,,
